ID,Title,Keywords,Director,Cast,Genres,Vote Average
872585,Oppenheimer,"'based on novel or book', 'husband wife relationship', 'new mexico', 'patriotism', 'atomic bomb', 'world war ii', 'atomic bomb test', 'biography', 'physics', 'politics', 'physicist', 'based on true story', 'jewish american', 'guilt', 'nuclear weapons', 'communism', 'red scare', 'prometheus', 'mccarthyism', '1940s', 'ethics', 'new mexico desert', '20th century', 'manhattan project', 'affair', 'los alamos'",Christopher Nolan,"'Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.', 'Florence Pugh', 'Josh Hartnett', 'Casey Affleck', 'Rami Malek', 'Kenneth Branagh', 'Benny Safdie', 'Jason Clarke', 'Dylan Arnold', 'Tom Conti', 'James D'Arcy', 'David Dastmalchian', 'Dane DeHaan', 'Alden Ehrenreich', 'Tony Goldwyn', 'Jefferson Hall', 'David Krumholtz', 'Matthew Modine', 'Scott Grimes', 'Kurt Koehler', 'John Gowans', 'Macon Blair', 'Harry Groener', 'Gregory Jbara', 'Ted King', 'Tim DeKay', 'Steven Houska', 'Petrie Willink', 'Matthias Schweighöfer', 'Alex Wolff', 'Josh Zuckerman', 'Rory Keane', 'Michael Angarano', 'Emma Dumont', 'Sadie Stratton', 'Britt Kyle', 'Guy Burnet', 'Tom Jenkins', 'Louise Lombard', 'Michael Andrew Baker', 'Jeff Hephner', 'Olli Haaskivi', 'David Rysdahl', 'Josh Peck', 'Jack Quaid', 'Brett DelBuono', 'Gustaf Skarsgård', 'James Urbaniak', 'Trond Fausa Aurvåg', 'Devon Bostick', 'Danny Deferrari', 'Christopher Denham', 'Jessica Erin Martin', 'Ronald Auguste', 'Máté Haumann', 'Olivia Thirlby', 'Jack Cutmore-Scott', 'Harrison Gilbertson', 'James Remar', 'Will Roberts', 'Pat Skipper', 'Steve Coulter', 'Jeremy John Wells', 'Sean Avery', 'Adam Kroeger', 'Drew Kenney', 'Bryce Johnson', 'Flora Nolan', 'Kerry Westcott', 'Christina Hogue', 'Clay Bunker', 'Tyler Beardsley', 'Maria Teresa Zuppetta', 'Kate French', 'Gary Oldman', 'Hap Lawrence', 'Meg Schimelpfenig', 'Matt Snead'","'Drama', 'History'",8.236
507089,Five Nights at Freddy's,"'child murder', 'restaurant', 'custody battle', 'night shift', 'child in peril', 'orphan', 'security guard', 'based on video game', 'aftercreditsstinger', 'duringcreditsstinger', 'troubled past', 'child neglect', 'animatronic', 'abandoned building', 'brother sister relationship', 'ghost child', 'child abduction'",Emma Tammi,"'Josh Hutcherson', 'Piper Rubio', 'Elizabeth Lail', 'Matthew Lillard', 'Mary Stuart Masterson', 'Kat Conner Sterling', 'David Lind', 'Christian Stokes', 'Joseph Poliquin', 'Grant Feely', 'Asher Colton Spence', 'David Huston Doty', 'Liam Hendrix', 'Jophielle Love', 'Tadasay Young', 'Michael P. Sullivan', 'Wyatt Parker', 'Lucas Grant', 'Jessica Blackmore', 'Garrett Hines', 'Ryan Reinike', 'Theodus Crane', 'Julia Belanova', 'Lisa Mackel Smith', 'Xander Mateo', 'Matthew Patrick', 'Bailey Winston', 'Gralen Bryant Banks', 'Cory Kenshin', 'Victoria Patenaude'","'Horror', 'Mystery'",7.994
575264,Mission: Impossible - Dead Reckoning Part One,"'rome, italy', 'chase', 'secret agent', 'race against time', 'sequel', 'intelligence agency', 'rogue agent', 'based on tv series', 'secret government agency', 'northern norway'",Christopher McQuarrie,"'Tom Cruise', 'Hayley Atwell', 'Ving Rhames', 'Simon Pegg', 'Rebecca Ferguson', 'Vanessa Kirby', 'Esai Morales', 'Pom Klementieff', 'Henry Czerny', 'Shea Whigham', 'Greg Tarzan Davis', 'Frederick Schmidt', 'Mariela Garriga', 'Cary Elwes', 'Charles Parnell', 'Mark Gatiss', 'Indira Varma', 'Rob Delaney', 'Marcello Walton', 'Brian Law', 'Lincoln Conway', 'Alex James-Phelps', 'Marcin Dorociński', 'Ivan Ivashkin', 'Zahari Baharov', 'Adrian Bouchet', 'Sam Barrett', 'Louis Vaughan', 'Jean Kartal', 'Os Leanse', 'Luke Smith', 'Nikolaos Brahimllari', 'Matt Malecki', 'Damian Rozanek', 'Antonio Bustorff', 'Ioachim Ciobanu', 'Michael Kosterin', 'Sergej Lopouchanski', 'Robert Luckay', 'Jadran Malkovich', 'Mikhail Safronov', 'Christopher Sciueref', 'Andrea Scarduzio', 'Barnaby Kay', 'Gloria Obianyo', 'Alex Brock', 'Kaye Dinauto', 'Dana Blacklake', 'Arevinth V Sarma', 'Doroteya Toleva', 'Lucia Tong', 'Hersha Verity', 'Yennis Cheung', 'Laura Vortler', 'Faycal Attougui', 'Gaetano Bruno', 'Marco Sincini', 'Evita Ciri', 'Melissa Anna Bartolini', 'John Akanmu', 'Marco Lascari', 'Simon Rizzoni', 'Nicolas Wang', 'Lee Bridgman', 'Daniella Carraturo', 'Katie Collins', 'Joanna Dyce', 'Taylor Goodridge', 'Jessica Holland', 'Philip Hulford', 'Grace Jabbari', 'Ira Mandela Siobhan', 'Nicholas Tredrea', 'Megan Westpfel', 'Marc Wesley DeHaney', 'Rocky Taylor'","'Action', 'Thriller'",7.596
299054,Expend4bles,"'sequel', 'nuclear bomb', 'cargo ship', 'ring'",Scott Waugh,"'Jason Statham', '50 Cent', 'Megan Fox', 'Dolph Lundgren', 'Iko Uwais', 'Andy García', 'Sylvester Stallone', 'Tony Jaa', 'Randy Couture', 'Jacob Scipio', 'Levy Tran', 'Lucy Newman-Williams', 'Daren Nop', 'Kenny ""Cowboy"" Bartram', 'Cody Mackie', 'Cokey Falkow', 'Dan Chupong', 'Karim Saidi', 'Samuel Black', 'Adam Masto', 'Sheila Shah', 'Nicole Andrews', 'Oat Jenner', 'Susanne Potrock', 'Eddie Hall', 'Mike Möller', 'Alexander Hristozov', 'Antoni Davidov', 'David Nop', 'Igor Pečenjev', 'Stefan Ivanov', 'Vladimir Mihailov', 'Martin Ghiaurov', 'Tjaša Perko', 'Stefan Bahrun', 'Assen Karanikolov', 'Caroline Wilde', 'Jason Lines'","'Action', 'Adventure', 'Thriller'",6.491
678512,Sound of Freedom,"'kidnapping', 'pedophilia', 'human trafficking', 'based on true story', 'child kidnapping', 'lost children', 'children in danger', 'colombia'",Alejandro Gómez Monteverde,"'Jim Caviezel', 'Mira Sorvino', 'Bill Camp', 'Gerardo Taracena', 'Kurt Fuller', 'José Zúñiga', 'Eduardo Verástegui', 'Scott Haze', 'Yessica Borroto Perryman', 'Gary Basaraba', 'Manny Pérez', 'Gustavo Sánchez Parra', 'Javier Godino', 'James Quattrochi', 'Eduardo Gomez Monteverde', 'Gustavo Angarita Jr.', 'Ariel Sierra', 'Kris Avedisian', 'Alejandro Muela', 'Jaime Newball', 'Cristal Aparicio', 'Lucas Ávila', 'Samuel Livingston', 'Valerie Domínguez', 'Jairo Ordóñez'","'Action', 'Drama'",8.083
385687,Fast X,"'sequel', 'revenge', 'racing', 'family', 'cliffhanger', 'cars'",Louis Leterrier,"'Vin Diesel', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'John Cena', 'Nathalie Emmanuel', 'Jordana Brewster', 'Sung Kang', 'Jason Momoa', 'Scott Eastwood', 'Daniela Melchior', 'Alan Ritchson', 'Helen Mirren', 'Brie Larson', 'Jason Statham', 'Charlize Theron', 'Rita Moreno', 'Joaquim de Almeida', 'Leo A. Perry', 'Luis Da Silva Jr.', 'Jaz Hutchins', 'Luka Hays', 'Alexander Capon', 'Pete Davidson', 'Shadrach Agozino', 'Ludmilla', 'Miraj Grbić', 'Meadow Walker Thornton-Allan', 'Michael Irby', 'Shahir Figueira', 'Ben-Hur Santos', 'Debby Ryan', 'Josh Dun', 'Dwayne Johnson', 'Gal Gadot', 'Paul Walker', 'Ali Baddou', 'Emily Buchan'","'Action', 'Crime', 'Thriller'",7.222
609681,The Marvels,"'hero', 'space travel', 'sequel', 'superhero', 'based on comic', 'teenage girl', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'space adventure'",Nia DaCosta,"'Brie Larson', 'Teyonah Parris', 'Iman Vellani', 'Zawe Ashton', 'Park Seo-jun', 'Samuel L. Jackson', 'Gary Lewis', 'Zenobia Shroff', 'Mohan Kapur', 'Saagar Shaikh', 'Lashana Lynch', 'Leila Farzad', 'Abraham Popoola', 'Daniel Ings', 'Alex Hughes', 'Shardiah Ssagala', 'Cecily Cleeve', 'Remi Dabiri-McQuaid', 'Ffion Jolly', 'Kennedy McCallum-Martin', 'Savannah Skinner-Henry', 'Rachel John', 'Daniel Monteiro', 'Kya Garwood', 'Fikayo Ifarajimi', 'Shereen Walker', 'Hansen Burton', 'Tessa Thompson', 'Hailee Steinfeld', 'Kelsey Grammer', 'Akira Akbar', 'Jude Law', 'Annette Bening'","'Action', 'Adventure', 'Science Fiction'",6.528
926393,The Equalizer 3,"'italy', 'vigilante justice', 'italian mafia'",Antoine Fuqua,"'Denzel Washington', 'Dakota Fanning', 'Eugenio Mastrandrea', 'David Denman', 'Gaia Scodellaro', 'Remo Girone', 'Andrea Scarduzio', 'Andrea Dodero', 'Daniele Perrone', 'Sonia Ammar', 'Manuela Tasciotti', 'Zakaria Hamza', 'Dea Lanzaro', 'Adolfo Margiotta', 'Niccolò Senni', 'Bruno Bilotta', 'Alessandro Press', 'Niccolò Fava', 'Alessandro Xavier De Silva', 'Adriano Sabrie', 'Valerio Da Silva', 'Gian Piero Rotoli', 'Isabella Delle Monache', 'Salvatore Ruocco', 'Daniele Ornatelli', 'Luigi Catani', 'Giovanni Trombetta', 'Gianluigi Scilla', 'Danilo Capuzi', 'Giovanni Scotti', 'Marta Zoffoli', 'Marco Giuliani', 'Simona Distefano', 'Mauro Cremonini', 'Arcangelo Iannace', 'Beatrice Aiello', 'Agostino Chiummariello', 'Mariarosaria Mingione', 'Marco Cicalese', 'Diego Riace', 'Lucia Zotti', 'Cristiano Pittarello', 'Melissa Leo'","'Action', 'Thriller', 'Crime'",7.433
975902,Boudica,'female protagonist',Jesse V. Johnson,"'Olga Kurylenko', 'Peter Franzén', 'Clive Standen', 'Lucy Martin', 'Nick Moran', 'James Faulkner', 'Rita Tushingham', 'Harry Kirton', 'Andy Beckwith'","'Action', 'War'",6.3
951491,Saw X,"'riddle', 'mexico city, mexico', 'sadism', 'sequel', 'gore', 'con artist', 'serial killer', 'scam', 'torture', 'survival horror', 'duringcreditsstinger', 'franchise', 'jigsaw', 'saw', 'death game'",Kevin Greutert,"'Tobin Bell', 'Shawnee Smith', 'Synnøve Macody Lund', 'Steven Brand', 'Renata Vaca', 'Joshua Okamoto', 'Octavio Hinojosa Martínez', 'Paulette Hernández', 'Jorge Briseño', 'Costas Mandylor', 'Michael Beach', 'Isan Beomhyun Lee', 'David Alfano', 'Katie Barberi', 'Lucía Gómez-Robledo', 'Donagh Gordon', 'Sebastián Torres', 'Cristo Ruiz', 'Baltimore Beltrán', 'Kerry Ardra', 'Natasha Goss', 'Craig Hurley', 'James Burg', 'Bailey Guidry'","'Horror', 'Thriller'",7.404
823395,The Baker,'duringcreditsstinger',Jonathan Sobol,"'Ron Perlman', 'Emma Ho', 'Elias Koteas', 'Harvey Keitel', 'Joel David Moore', 'Samantha Kaine', 'Dax Ravina', 'Benjamin Milord', 'Marc David', 'Ronnie James Hughes', 'Vincent Berdoulle', 'Yann Brouet', 'Adam Moryto', 'Paolo Mancini', 'Leroy Rodriquez', 'Adam Slobodian', 'Jeton Bennett', 'Varun Saranga', 'Vincent Bouillon', 'Lloyd Barker', 'Damian Vazquez', 'Meliza Abril', 'Michael McLaughlin', 'Marissa Paquin', 'Kiristen Cousins', 'Trish Langfitt', 'Bodhi Eryou', 'Todd Shipster', 'Billy Paquin', 'Larissa Iwazaki', 'Amber Ashley Smith', 'Jim Wrigley', 'Alexis Germain', 'Chelsea Flynn', 'Caroline Raynaud', 'Kaia Lilford', 'Jaspar Nielson', 'Teri Bilewitch', 'Sonia Sajnani', 'Ashley Roque', 'Bob Moseley', 'Chad Modden', 'Ella Rahmani', 'Ashley Crowe'","'Action', 'Drama', 'Crime'",6.981
939335,Muzzle,"'police', 'los angeles, california', 'lapd', 'k9'",John Stalberg Jr.,"'Aaron Eckhart', 'Stephen Lang', 'Diego Tinoco', 'Leslie Black', 'Penelope Mitchell', 'Nick Searcy', 'Grainger Hines', 'Luis Chávez', 'Delissa Reynolds', 'George Avgoustis', 'Danielle Munday', 'Leon Walker', 'Gonzalo Robles', 'David Pittinger', 'Joseph Sanchez', 'Victor Keye', 'Nicole Cornelius'","'Action', 'Crime', 'Drama', 'Thriller'",6.693
565770,Blue Beetle,"'armor', 'superhero', 'family relationships', 'family', 'high tech', 'job hunting', 'mexican american', 'aftercreditsstinger', 'duringcreditsstinger', 'immigrant family', 'college graduate', 'dc extended universe (dceu)', 'alien technology', 'brother sister relationship', 'latino'",Ángel Manuel Soto,"'Xolo Mariduena', 'Bruna Marquezine', 'Susan Sarandon', 'Raoul Max Trujillo', 'Belissa Escobedo', 'Damián Alcázar', 'Elpidia Carrillo', 'George Lopez', 'Adriana Barraza', 'Becky G', 'Harvey Guillén', 'Jorge Jimenez', 'Eyra Agüero Joubert', 'Gabrielle Ortiz', 'Chente Ydrach', 'Modesto Lacen', 'Oshún Ramirez', 'Brianna Quinn Lewis', 'Tahj Vaughans', 'Dante Gonzalez-Abreu', 'Jon Z', 'Carlos Ponce', 'Franco Castan', 'Perris Drew', 'Felipe Esparza', 'Walter J. Buck', 'Jackson Spidell', 'Esteban Ruiz', 'Marcus Nelson', 'Isabella Aparicio', 'Ayden Rivera', 'Xol Gonzalez', 'Yuli Zorrilla', 'Sergio Valente'","'Action', 'Science Fiction', 'Adventure'",6.984
762430,Retribution,"'bomb', 'assassination', 'remake', 'divorce', 'duringcreditsstinger', 'phone call', 'berlin'",Nimród Antal,"'Liam Neeson', 'Noma Dumezweni', 'Lilly Aspell', 'Jack Champion', 'Arian Moayed', 'Embeth Davidtz', 'Matthew Modine', 'Emily Kusche', 'Luca Márkus', 'Bernhard Piesk', 'Michael S. Ruscheinsky', 'Antonije Stankovic', 'Christian Koerner', 'Gerhard Elfers', 'Tine Gerhäeusser', 'Peter Miklusz', 'Luc Etienne', 'Nedy John Cross', 'Daniel Grave'","'Action', 'Thriller', 'Crime'",6.979
980489,Gran Turismo,"'based on true story', 'racing', 'based on video game', 'duringcreditsstinger'",Neill Blomkamp,"'Archie Madekwe', 'David Harbour', 'Orlando Bloom', 'Djimon Hounsou', 'Darren Barnet', 'Maeve Courtier-Lilley', 'Geri Horner', 'Daniel Puig', 'Josha Stradowski', 'Thomas Kretschmann', 'Emelia Hartford', 'Pepe Barroso', 'Sang Heon Lee', 'Maximilian Mundt', 'Mariano González', 'Lindsay Pattison', 'Théo Christine', 'Nikhil Parmar', 'Richard Cambridge', 'Takehiro Hira', 'Niall McShea', 'Akie Kotabe', 'Sadao Ueda', 'Wai Wong', 'Jamie Kenna', 'Royce Cronin', 'Harki Bhambra', 'Joanne Heywood', 'Cavan Jones', 'Lloyd Meredith', 'Hannah Hornsby', 'Bence Bauer', 'Ciaran Joyce', 'John Carter', 'Niki Faulkner', 'Rina Saito', 'Peter Lundie', 'Andrea Vasiliou', 'Yoojin Lee', 'Matthew Hirsch', 'Jacques Jouffret', 'Eszter Zavaros', 'Daijiro Yoshihara', 'Maya Murofushi', 'Bianca Bardoe', 'Selin Cuhadaroglu', 'Hadia Tarek Mohamed Elsayed Sadek Ghaleb', 'Kal Sabir', 'Ayano Yamamoto', 'Will Buxton', 'Atsushi Kuwayama', 'Kazunori Yamauchi'","'Adventure', 'Action', 'Drama'",7.995
968051,The Nun II,"'france', 'bullying', 'sequel', 'religion', 'demon', 'gothic horror', 'demonic possession', 'praying', 'duringcreditsstinger', 'all girls school', '1950s', 'demonic', 'convent', 'the conjuring universe'",Michael Chaves,"'Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid', 'Anna Popplewell', 'Bonnie Aarons', 'Katelyn Rose Downey', 'Suzanne Bertish', 'Léontine d'Oncieu', 'Anouk Darwin Homewood', 'Peter Hudson', 'Tamar Baruch', 'Natalia Safran', 'Maxime Elias-Menet', 'Pascal Aubert', 'Alexandra Gentil', 'Florence Mestais', 'Margaux Borel', 'Viviana Moin', 'Renata Palminiello', 'Fulvia Patrizia Olivieri', 'Camille Amiel', 'Margot Morris', 'Gaël Raës', 'Sarah Pachoud', 'Lieve Carchon', 'David Horovitch', 'Paul Spera', 'Kate Colebrook', 'Margot Bernazzi', 'Grégory Di Meglio', 'Delcho Koprivshki', 'Philippe Josserand', 'Aaron-Jon North', 'Andrew Morgado', 'Patrick Wilson', 'Vera Farmiga'","'Horror', 'Mystery', 'Thriller'",6.926
9381,Babylon A.D.,"'submarine', 'baby', 'future', 'mercenary', 'prosecution', 'pregnancy', 'protection', 'dystopia', 'moral conflict', 'smuggling (contraband)', 'vision', 'cyberpunk', 'sect'",Mathieu Kassovitz,"'Vin Diesel', 'Michelle Yeoh', 'Mélanie Thierry', 'Lambert Wilson', 'Charlotte Rampling', 'Gérard Depardieu', 'Mark Strong', 'Jérôme Le Banner', 'David Belle', 'Joel Kirby', 'Souleymane Dicko', 'Radek Brůna', 'Jan Unger', 'Abraham Belaga', 'David Gasman', 'Gary Cowan', 'Lemmy Constantine', 'Pete Thias', 'Curtis Matthew'","'Action', 'Adventure', 'Science Fiction', 'Thriller'",5.601
615656,Meg 2: The Trench,"'based on novel or book', 'sequel', 'kaiju', 'civil action', 'oceans', 'shark cage'",Ben Wheatley,"'Jason Statham', 'Wu Jing', 'Shuya Sophia Cai', 'Page Kennedy', 'Sergio Peris-Mencheta', 'Sienna Guillory', 'Cliff Curtis', 'Skyler Samuels', 'Melissanthi Mahut', 'Whoopie van Raam', 'Kiran Sonia Sawar', 'Felix Mayr', 'Guo Tao', 'Robin Hill', 'Dai Lele', 'Sui Fong Ivy Tsui', 'Stewart Alexander', 'Able Wanamakok', 'Xiong Jinyi', 'Cai Jingjing', 'Li Xin', 'Kenneth Won', 'Longxi', 'Bai Narisu', 'Matthew Stirling', 'Richard Glover', 'Billy Clements', 'Jonny James', 'Enzo di Bonaventura', 'Sara Dee'","'Action', 'Science Fiction', 'Horror'",6.766
800158,The Killer,"'new york city', 'assassin', 'airport', 'new orleans, louisiana', 'client', 'product placement', 'sociopath', 'revenge', 'murder', 'lawyer', 'brutality', 'based on graphic novel', 'dominican republic', 'tampa, florida', 'manhunt', 'international manhunt', 'secret', 'violence', 'botched job'",David Fincher,"'Michael Fassbender', 'Tilda Swinton', 'Charles Parnell', 'Arliss Howard', 'Kerry O'Malley', 'Sophie Charlotte', 'Emiliano Pernia', 'Gabriel Polanco', 'Sala Baker', 'Endre Hules', 'Bernard Bygott', 'Monique Ganderton', 'Daran Norris', 'Nikki Dixon', 'Paloma Palacio Colon', 'Lía Lockhart', 'Arturo Duvergé', 'Génesis Estévez', 'Leroy Edwards III', 'Kellan Rhude', 'Sacha Beaubier', 'Branden Mitch', 'Brandon Morales', 'Kyrstal Ortiz', 'Erik Hellman', 'Carlos Rogelio Diaz', 'Ilyssa Fradin', 'Julia Rowley', 'Jack Kesy', 'Eric Tolzmann', 'Jirus Tillman', 'Kev Morris Sr.', 'Brett C. Johnson', 'Tariq Azikiue', 'Jérôme Keen', 'Stéphane Vasseur', 'François Patissier', 'Dzianis Chpoutalau', 'Cécile Coves', 'Claire Patronikn', 'Lila Espinasse', 'Sara Mezouar', 'Zacharia Mezouar', 'Marie Bessière', 'Nino Viard', 'Antoine Matichard', 'Anna Cosmao', 'Alexandra Holzhammer'","'Crime', 'Thriller'",6.834
1000081,Sentinelle,,Hugo Benamozig,"'Jonathan Cohen', 'Raphaël Quenard', 'Emmanuelle Bercot', 'Gustave Kervern', 'Ramzy Bedia', 'Laurent Evuort', 'Ken Eind', 'Joseph Woerlen', 'Matthieu Virginius', 'Dimitri Virginius', 'Carlitto Benzini', 'Luca Besse', 'Hugo Dillon', 'Jessy Ugolin', 'Abdoulaye Gago', 'Yann Papin', 'Francis Convert', 'Thierry René', 'Michel Barre', 'Hervé Rakotofiringa', 'Julien Buchy', 'Alex Gador', 'Lucie Grondin', 'Yolène Gontrand', 'Émilie Mayaram', 'David Caviglioli', 'Alexia Genty', 'Jeffrey Fontaine', 'Marie-Claude Dena Carlot', 'Jean-Pierre Boujard', 'Jean-Pierre Boucher', 'Alexandre Fallourd', 'Valentin Joly', 'Roxane De Robillard', 'Michel Pham', 'Louzolo Mahonga-Morillon', 'Victor Euphrasie', 'Audrey Dorval', 'Karen Brun', 'Yves Tolita', 'Catherine Singla', 'Dan Bourgogne', 'Jacques Deshayes', 'Sébastien Sery', 'Jonathan Vicard', 'Jérôme Vaccari', 'Karito Putet', 'Yolène Monjole', 'Laure Le Rouzic', 'Aymerick Moucouveia', 'Idrisse Ahamada Madi', 'Issam Aboudou', 'Édouard Galador', 'Chloé Clain', 'Sarah Plumeau', 'Boris Parvedy', 'Olivier Araste', 'Joanes Marceline Araste', 'Laurianne Marceline', 'Jean-Aldo Araste', 'Jimmy Itema', 'Jean-Pascal Mariama Moutin', 'Idriss Lahimandro', 'Sophie Natiembé', 'Frédéric Dessains', 'Sébastien Lagniez', 'Jérémy Lagniez', 'Marie Bouvet', 'Raimundo Ferreira Querido', 'Arthur Delapierre', 'Bryan Vigier', 'Samuel Mpondo Moutome', 'Eddy Benguedih'","'Action', 'Comedy', 'Crime'",5.231
1178734,ナックルガール,"'revenge', 'based on webcomic or webtoon'",Chang,"'Ayaka Miyoshi', 'Hideaki Ito', 'Yosuke Kubozuka', 'Goki Maeda', 'Kanata Hosoda', 'Kotona Minami', 'Satoshi Jinbo', 'Ruka Matsuda', 'Masaki Miura', 'Eishin', 'Narimi Arimori', 'Yuichi Yasoda', 'Yoshimasa Kondo'","'Action', 'Drama'",6.5
893723,PAW Patrol: The Mighty Movie,"'cartoon', 'sequel', 'superhero', 'mad scientist', 'dog', 'animal', 'elasticity', 'kids'",Cal Brunker,"'Christian Convery', 'Mckenna Grace', 'Taraji P. Henson', 'Kristen Bell', 'Lil Rel Howery', 'James Marsden', 'Finn Lee-Epp', 'Serena Williams', 'Alan Kim', 'Brice Gonzalez', 'Kim Kardashian', 'North West', 'Marsai Martin', 'Ron Pardo', 'Callum Shoniker', 'Luxton Handspiker', 'Christian Corrao', 'Nylan Parthipan', 'Saint West', 'Chris Rock', 'Kim Roberts'","'Animation', 'Family', 'Action', 'Science Fiction'",7.028
150540,Inside Out,"'san francisco, california', 'minnesota', 'dream', 'sadness', 'ice hockey', 'cartoon', 'imaginary friend', 'elementary school', 'family relationships', 'memory', 'family', 'unicorn', 'running away', 'duringcreditsstinger', 'emotions'",Pete Docter,"'Amy Poehler', 'Phyllis Smith', 'Bill Hader', 'Kaitlyn Dias', 'Richard Kind', 'Lewis Black', 'Mindy Kaling', 'Diane Lane', 'Kyle MacLachlan', 'Bobby Moynihan', 'Paula Poundstone', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui', 'Peter Sagal', 'Rashida Jones', 'Jess Harnell', 'Danny Mann', 'Lori Alan', 'Gregg Berger', 'Veronika Bonell', 'John Cygan', 'Laraine Newman'","'Animation', 'Family', 'Adventure', 'Drama', 'Comedy'",7.919
346698,Barbie,"'feminism', 'patriarchy', 'satire', 'based on toy', 'female protagonist', 'doll', 'ghost', 'fantasy world', 'motherhood', 'existentialism', 'woman director', 'mother daughter relationship', 'gender discrimination', 'barbie', 'secret world'",Greta Gerwig,"'Margot Robbie', 'Ryan Gosling', 'America Ferrera', 'Kate McKinnon', 'Ariana Greenblatt', 'Simu Liu', 'Will Ferrell', 'Michael Cera', 'Helen Mirren', 'Issa Rae', 'Alexandra Shipp', 'Emma Mackey', 'Emerald Fennell', 'Rhea Perlman', 'Hari Nef', 'Kingsley Ben-Adir', 'Ncuti Gatwa', 'Connor Swindells', 'Sharon Rooney', 'Ritu Arya', 'Ana Kayne', 'Nicola Coughlan', 'Dua Lipa', 'John Cena', 'Scott Evans', 'Jamie Demetriou', 'Andrew Leung', 'Will Merrick', 'Zheng Xi Yong', 'Asim Chaudhry', 'Ray Fearon', 'Erica Ford', 'Hannah Khalique-Brown', 'Mette Towley', 'Marisa Abela', 'Lucy Boynton', 'Rob Brydon', 'Tom Stourton', 'Chris Taylor', 'David Mumeni', 'Olivia Brody', 'Isla Ashworth', 'Eire Farrell', 'Daisy Duczmal', 'Genvieve Toussaint', 'Isabella Nightingale', 'Manuela Mora', 'Aida Sexton', 'Ann Roth', 'Millie-Rose Crossley', 'Anvita Nehru', 'Kayla-Mai Alvares', 'Luke Mullen', 'Patrick Luwis', 'Mac Brandt', 'Paul Jurewicz', 'Oraldo Austin', 'Benjamin Arthur', 'Carlos Jacott', 'Adam Ray', 'George Basil', 'Ptolemy Slocum', 'Deb Hiett', 'James Leon', 'Oliver Vaquer', 'Tony Noto', 'Christopher T. Wood', 'Annie Mumolo', 'Elise Gallup', 'McKenna Roberts', 'Brylee Hsu', 'Sasha Milstein', 'Lauren Holt', 'Sterling Jones', 'Ryan Piers Williams', 'Jamaal Lewis', 'Kathryn Akin', 'Grace Jabbari', 'Ira Mandela Siobhan', 'Lisa Spencer', 'Naomi Weijand', 'Tom Clark', 'Ireanne Abenoja', 'Davide Albonetti', 'Charlotte Anderson', 'Michael Anderson', 'Rico Bakker', 'James Bamford', 'William John Banks', 'Callum Bell', 'Adam Blaug', 'Mason Boyce', 'Taylor Bradshaw', 'Alex Brown', 'Miekaile Browne', 'Lewis Calcutt', 'Nikkita Chadha', 'Oliver Chapman', 'Megan Charles', 'Callum Clack', 'Danny Coburn', 'Kat Collings', 'Adam Crossley', 'Sia Dauda', 'Gustave Die', 'Grace Durkin', 'Joelle Dyson', 'Lewis Easter', 'Onyemachi Ejimofor', 'Cameron Everitt', 'Luke Field-Wright', 'Sasha Flesch', 'Adam Fogarty', 'Mikey French', 'Anna-Kay Gayle', 'Charlie Goddard', 'Marlie Goddard', 'Ellis Harman', 'Yasmin Harrison', 'Josh Hawkins', 'James Healy', 'Tim Hodges', 'Mira Jebari', 'Beccy Jones', 'Thomas Kalek', 'Lily Laight', 'Maiya Leeke', 'Cristian Liberti', 'Prodromos Marneros', 'Nahum McLean', 'Jordan Melchor', 'Ramzan Miah', 'Andy Monaghan', 'Florivaldo Mossi', 'Hannah Nazareth', 'Grant Neal', 'Freja Nicole', 'Shaun Niles', 'Ella Nonini', 'Jack William Parry', 'Josie Pocock', 'Barnaby Quarendon', 'Redmand Rance', 'Zara Richards', 'Liam Riddick', 'Alana Rixon', 'Adam Paul Robertson', 'Kingdom Sibanda', 'Sebastian Skov', 'Aaron J. Smith', 'Joshua Smith', 'Lucia-Rose Sokolowski', 'Janine Somcio', 'Callum Sterling', 'Todd Talbot', 'Charles Tatman', 'Grant Thresh', 'Connor Tidman', 'Wahchi Vong', 'Jerry Wan', 'Sasha Wareham', 'Stan West', 'Oliver Wheeler', 'Josh Wild', 'Joe Wolstenholme', 'Richard Womersley', 'Ashley Young', 'Alex Sturman'","'Comedy', 'Adventure', 'Fantasy'",7.204
